#time[s]	ice_avg_T[K]	liquid_avg_T[K]	radius[m]	rdot[m/s]
568.8738099999968	271.9917573859697	291.4344764123024	0.01679143464437784	-2.4560172000857562e-05
570.8738099999966	272.0139349695732	291.43146165525314	0.01674238114584179	-2.4492941154560185e-05
572.8738099999966	272.0358225872436	291.4284560112606	0.016693461341547967	-2.4426478586353036e-05
574.8738099999966	272.0574213612886	291.4254593788282	0.01664467369684191	-2.4360782456088946e-05
576.8738099999965	272.0787324586758	291.42247165686507	0.01659601668086988	-2.4295850802506365e-05
578.8738099999965	272.0997570903437	291.41949274469874	0.016547488766819947	-2.423168154444348e-05
580.8738099999965	272.12049651050006	291.41652254208725	0.01649908843216023	-2.4168272482305734e-05
582.8738099999964	272.1409520159077	291.4135609492318	0.01645081415887439	-2.4105621299448145e-05
584.8738099999964	272.1611249451581	291.4106078667888	0.016402664433694307	-2.4043725563603397e-05
586.8738099999963	272.1810166779337	291.4076631958814	0.016354637748329806	-2.398258272835615e-05
588.8738099999963	272.2006286342594	291.4047268381116	0.016306732599695364	-2.3922190134705305e-05
590.8738099999963	272.21996227374336	291.401798695572	0.016258947490133815	-2.3862545012552334e-05
592.8738099999962	272.2390190948083	291.39887867085616	0.01621128092763699	-2.3803644482232165e-05
594.8738099999962	272.2578006339129	291.39596666707104	0.01616373142606311	-2.3745485556201244e-05
596.8738099999962	272.2763084647645	291.3930625878469	0.01611629750535099	-2.368806514062244e-05
598.8738099999961	272.29454419752324	291.3901663373486	0.016068977691730938	-2.363138003700795e-05
600.8738099999961	272.31250947799873	291.3872778202862	0.016021770517932382	-2.3575426943903605e-05
602.873809999996	272.33020598683873	291.3843969419248	0.015974674523388112	-2.3520202458564496e-05
604.873809999996	272.3476354387113	291.3815236080952	0.015927688254434996	-2.346570307876873e-05
606.873809999996	272.36479958148027	291.37865772520365	0.01588081026451131	-2.3411925204483383e-05
608.8738099999958	272.38170019537546	291.3757992002414	0.015834039114350582	-2.335886513962419e-05
610.8738099999958	272.39833909215645	291.3729479407943	0.015787373372171818	-2.3306519093892294e-05
612.8738099999958	272.4147181142724	291.37010385505215	0.01574081161386603	-2.325488318464651e-05
614.8738099999957	272.43083913401665	291.3672668518179	0.01569435242317934	-2.320395343856943e-05
616.8738099999957	272.44670405267834	291.36443684051585	0.015647994391892225	-2.315372579366524e-05
618.8738099999956	272.46231479968924	291.3616137312011	0.015601736119995092	-2.3104196101071912e-05
620.8738099999956	272.4776733317692	291.35879743456746	0.0155555762158602	-2.3055360126883804e-05
622.8738099999956	272.4927816320674	291.35598786195555	0.015509513296409675	-2.300721355417099e-05
624.8738099999955	272.50764170930296	291.35318492536106	0.015463545987279793	-2.2959751984782008e-05
626.8738099999955	272.52225559690316	291.3503885374422	0.015417672922981431	-2.291297094129906e-05
628.8738099999955	272.5366253521406	291.3475986115273	0.015371892747056646	-2.286686586899991e-05
630.8738099999954	272.5507530552702	291.3448150616221	0.015326204112231383	-2.2821432137748817e-05
632.8738099999954	272.5646408086651	291.3420378024167	0.015280605680564273	-2.277666504401883e-05
634.8738099999953	272.5782907359538	291.3392667492922	0.015235096123591568	-2.2732559812749703e-05
636.8738099999953	272.5917049811568	291.3365018183277	0.015189674122468012	-2.2689111599491783e-05
638.8738099999953	272.604885707825	291.3337429263062	0.015144338368103956	-2.26463154921533e-05
640.8738099999952	272.61783509817974	291.3309899907207	0.015099087561298359	-2.260416651318647e-05
642.8738099999952	272.63055535225396	291.3282429297805	0.01505392041286788	-2.2562659621457988e-05
644.8738099999952	272.6430486870363	291.3255016624164	0.01500883564377188	-2.2521789714379936e-05
646.873809999995	272.65531733561744	291.32276610828615	0.014963831985233699	-2.248155162963566e-05
648.873809999995	272.6673635463399	291.32003618778	0.014918908178857573	-2.244194014755068e-05
650.8738099999949	272.67918958195105	291.3173118220248	0.01487406297674189	-2.2402949992731704e-05
652.8738099999949	272.69079771875954	291.3145929328898	0.014829295141588237	-2.2364575836317487e-05
654.8738099999949	272.7021902457969	291.31187944299023	0.014784603446806448	-2.2326812297928132e-05
656.8738099999948	272.71336946398253	291.30917127569177	0.014739986676615831	-2.2289653947516577e-05
658.8738099999948	272.72433768529453	291.3064683551149	0.014695443626142085	-2.225309530765438e-05
660.8738099999948	272.735097231945	291.303770606138	0.01465097310151062	-2.2217130855163898e-05
662.8738099999947	272.74565043556134	291.3010779544018	0.0146065739199355	-2.218175502347338e-05
664.8738099999947	272.75599963637313	291.29839032631173	0.014562244909804659	-2.2146962204352085e-05
666.8738099999946	272.76614718240563	291.2957076490416	0.014517984910761027	-2.2112746750013636e-05
668.8738099999946	272.77609542867896	291.2930298505363	0.01447379277377977	-2.207910297503508e-05
670.8738099999946	272.78584673641507	291.29035685951453	0.014429667361241514	-2.2046025158375327e-05
672.8738099999945	272.7954034722508	291.287688605471	0.014385607547001626	-2.2013507545353823e-05
674.8738099999945	272.8047680074593	291.28502501867854	0.014341612216455675	-2.1981544349491076e-05
676.8738099999945	272.81394271717784	291.28236603019064	0.014297680266600875	-2.1950129754611825e-05
678.8738099999944	272.8229299796447	291.27971157184254	0.014253810606093731	-2.1919257916658518e-05
680.8738099999944	272.83173217544356	291.27706157625295	0.014210002155303719	-2.188892296572316e-05
682.8738099999943	272.8403516867564	291.27441597682537	0.014166253846363145	-2.1859119007925952e-05
684.8738099999943	272.8487908966247	291.27177470774933	0.014122564623213369	-2.182984012719182e-05
686.8738099999943	272.85705218822034	291.269137704001	0.014078933441646844	-2.1801080387449068e-05
688.8738099999941	272.8651379441247	291.26650490134404	0.0140353592693458	-2.1772833834152232e-05
690.8738099999941	272.8730505456173	291.2638762363299	0.013991841085916838	-2.1745094496459925e-05
692.8738099999941	272.88079237197434	291.26125164629804	0.013948377882922067	-2.1717856388836384e-05
694.873809999994	272.88836579977635	291.258631069376	0.013904968663906182	-2.169111351322302e-05
696.873809999994	272.895773202226	291.25601444447943	0.01386161244442042	-2.166485986035138e-05
698.8738099999939	272.9030169484759	291.2534017113113	0.013818308252042357	-2.1639089412105894e-05
700.8738099999939	272.9100994029667	291.25079281036176	0.013775055126392342	-2.1613796142993943e-05
702.8738099999939	272.91702292477567	291.2481876829069	0.01373185211914647	-2.1588974021903826e-05
704.8738099999938	272.92378986697526	291.24558627100805	0.013688698294045575	-2.1564617014201642e-05
706.8738099999938	272.93040257600336	291.24298851751064	0.013645592726901227	-2.1540719083036897e-05
708.8738099999938	272.93686339104323	291.2403943660426	0.013602534505598106	-2.1517274191252437e-05
710.8738099999937	272.94317464341555	291.237803761013	0.013559522730092718	-2.149427630326203e-05
712.8738099999937	272.94933865598074	291.23521664761023	0.013516556512408918	-2.147171938650225e-05
714.8738099999936	272.9553577425527	291.23263297180006	0.013473634976630117	-2.1449597413150407e-05
716.8738099999936	272.9612342073242	291.2300526803236	0.013430757258888034	-2.142790436186395e-05
718.8738099999936	272.96697034430343	291.22747572069466	0.01338792250734825	-2.1406634219318672e-05
720.8738099999935	272.97256843676206	291.22490204119794	0.013345129882192388	-2.1385780981949622e-05
722.8738099999935	272.9780307566951	291.22233159088586	0.013302378555597407	-2.1365338657270202e-05
724.8738099999935	272.98335956429213	291.21976431957586	0.013259667711711437	-2.1345301265732352e-05
726.8738099999933	272.9885571074211	291.2172001778473	0.013216996546626624	-2.132566284211738e-05
728.8738099999933	272.993625621123	291.21463911703876	0.013174364268348827	-2.1306417437145098e-05
730.8738099999932	272.99856732711925	291.2120810892442	0.013131770096764481	-2.1287559118807132e-05
732.8738099999932	273.00338443333044	291.20952604730945	0.013089213263604352	-2.1269081974010553e-05
734.8738099999932	273.00807913340805	291.2069739448293	0.013046693012404357	-2.125098010996522e-05
736.8738099999931	273.01265360627696	291.204424736143	0.013004208598463457	-2.123324765567486e-05
738.8738099999931	273.01711001569134	291.20187837633034	0.012961759288798915	-2.1215878763181796e-05
740.8738099999931	273.0214505098019	291.199334821208	0.012919344362098503	-2.1198867609173185e-05
742.873809999993	273.0256772207358	291.19679402732504	0.012876963108670172	-2.1182208396146783e-05
744.873809999993	273.02979226418836	291.1942559519584	0.012834614830388823	-2.1165895353928942e-05
746.8738099999929	273.0337977390277	291.19172055310844	0.012792298840640762	-2.1149922740709176e-05
748.8738099999929	273.03769572691067	291.1891877894947	0.012750014464265293	-2.1134284844585793e-05
750.8738099999929	273.041488291912	291.1866576205505	0.012707761037493824	-2.1118975984735524e-05
752.8738099999928	273.0451774801649	291.1841300064183	0.012665537907886515	-2.1103990512613626e-05
754.8738099999928	273.0487653195147	291.18160490794475	0.012623344434266487	-2.108932281319429e-05
756.8738099999928	273.05225381918433	291.17908228667517	0.012581179986651599	-2.1074967306159402e-05
758.8738099999927	273.0556449694518	291.1765621048488	0.012539043946184018	-2.1060918446963934e-05
760.8738099999927	273.05894074134034	291.17404432539274	0.0124969357050573	-2.1047170728141426e-05
762.8738099999925	273.0621430863208	291.17152891191694	0.012454854666441502	-2.1033718680167166e-05
764.8738099999925	273.0652539360258	291.16901582870827	0.01241280024440585	-2.1020556872791185e-05
766.8738099999925	273.0682752019764	291.1665050407249	0.01237077186383953	-2.1007679915824987e-05
768.8738099999924	273.07120877532066	291.16399651359046	0.012328768960370167	-2.0995082460443003e-05
770.8738099999924	273.0740565265845	291.1614902135881	0.012286790980280633	-2.0982759199811338e-05
772.8738099999924	273.07682030543435	291.15898610765396	0.01224483738042347	-2.097070487048723e-05
774.8738099999923	273.07950194045213	291.15648416337194	0.012202907628133686	-2.09589142530468e-05
776.8738099999923	273.08210323892143	291.1539843489666	0.012161001201139733	-2.0947382173018707e-05
778.8738099999922	273.08462598662675	291.1514866332974	0.012119117587472493	-2.0936103501941586e-05
780.8738099999922	273.08707194766316	291.1489909858519	0.012077256285372722	-2.0925073158019377e-05
782.8738099999922	273.0894428642592	291.1464973767396	0.012035416803196712	-2.091428610706395e-05
784.8738099999921	273.0917404566096	291.14400577668493	0.011993598659320398	-2.0903737363233175e-05
786.8738099999921	273.0939664227222	291.14151615702104	0.01195180138204173	-2.0893421989923305e-05
788.8738099999921	273.0961224382732	291.13902848968297	0.011910024509481705	-2.0883335100352194e-05
790.873809999992	273.0982101564768	291.13654274720045	0.011868267589483951	-2.0873471858308836e-05
792.873809999992	273.10023120796427	291.1340589026918	0.011826530179512752	-2.0863827478961298e-05
