#time[s]	radius[m]	rdot[m/s]
0.9654610000000008	0.0404039039939477	-5.018843084650409e-05
0.9754610000000008	0.0404034033789214	-4.99325116445313e-05
0.9854610000000008	0.0404029053025476	-4.9680704752977167e-05
0.9954610000000008	0.0404024097248732	-4.943283245783349e-05
1.00000004539	0.0404021855889728	-4.932387683713562e-05
1.01000004539	0.0404016935677851	-4.90800989773327e-05
1.05000004539	0.0403997496475051	-4.811471758010952e-05
1.21000004539	0.040392307164545	-4.484952770106524e-05
1.85000004539	0.0403663020425354	-3.592699085139479e-05
4.41000004539	0.0402902701558574	-2.09535178084318e-05
14.65000004539	0.040108792396157	-8.140422860485624e-06
55.61000004539	0.0397207560306867	-2.874429365364987e-06
219.45000004539	0.038884956074849	-1.603537298600232e-06
874.81000004539	0.0369555470202373	-1.2182257684639309e-06
