#time[s]	radius[m]	rdot[m/s]
0.9754610000000008	0.0405026708583481	-3.393004954087428e-07
0.9854610000000008	0.0405026673967833	-3.5311447346374253e-07
0.9954610000000008	0.0405026637980524	-3.6673139687981867e-07
1.00000004539	0.0405026621196411	-3.728622515132869e-07
1.01000004539	0.0405026583245986	-3.861982063544297e-07
1.05000004539	0.0405026418567867	-4.374481346555598e-07
1.21000004539	0.0405025677201405	-5.046810321055861e-07
1.85000004539	0.0405020534859792	-1.075600347619764e-06
4.41000004539	0.0404983294824982	-1.975647245911258e-06
14.65000004539	0.0404761717483963	-2.731163109811979e-06
55.61000004539	0.0403671524114603	-3.059815853480315e-06
219.45000004539	0.0398882055132808	-3.1325838533201552e-06
874.81000004539	0.0381018583825402	-2.567741029600154e-06
