611.19,1264.9
610.05,1266.4
610.24,1267.1
610.4,1268
610.24,1269
610.11,1270
610.3,1271
610.76,1272
611.24,1273
611.76,1274
612.24,1275
612.76,1276
613.19,1277
613.35,1278
612.89,1279
612.11,1280
611.71,1281
612.11,1282
613,1283
613.89,1284
614.4,1285
614.6,1286
615,1287
615.29,1288
615,1289
614.6,1290
614.4,1291
613.95,1292
613.35,1293
613.05,1294
613.05,1295
613.35,1296
614.05,1296.9
615,1297.7
616,1298.3
617,1299.1
618,1300
618.95,1301
619.65,1302
620,1303
620.24,1304
620.35,1305
619.89,1306
619,1307
618.05,1308
617.3,1309
616.81,1310
616.65,1311
617.11,1312
617.95,1313
618.65,1314
618.95,1315
619.05,1316
619.35,1317
620.05,1318
621,1319
622,1320
623,1321
624,1322
625,1323
626,1324
626.89,1325
627.4,1326
627.6,1327
628,1328
628.4,1329
628.54,1330
628.7,1331
628.7,1332
628.65,1333
629.05,1334
629.7,1335
630.3,1336
631.05,1337
632,1338
633,1339
633.95,1340
634.7,1341
635.3,1342
636.05,1343
636.95,1344
637.59,1345
637.7,1346
637.6,1347
637.81,1348
638.24,1349
638.65,1350
638.65,1351
638.3,1352
638.05,1353
637.95,1354
637.76,1355
637.65,1356
638.11,1357
638.89,1358
639.4,1359
639.54,1360
639.76,1361
640,1362
640.35,1363
641,1364
641.7,1365
642.3,1366
643.05,1367
643.95,1368
644.7,1369
645.24,1370
645.7,1371
646,1372
646.35,1373
647.05,1374
648,1375
648.95,1376
649.7,1377
650.3,1378
651.05,1379
652,1380
652.89,1381
653.4,1382
653.6,1383
654.11,1384
655,1385
655.95,1386
656.7,1387
657.3,1387.9
658.05,1388.7
659,1389.3
660,1390.1
661,1391
662,1392
662.95,1393
663.7,1394
664.24,1395
664.76,1396
665.3,1397
665.95,1398
666.4,1399
666.6,1399.9
667.11,1400.7
667.89,1401.3
668.4,1402
668.6,1402.7
669.11,1403.3
670,1404.1
671,1405
672,1406
672.89,1407
673.4,1408
673.54,1409
673.81,1410
674.3,1411
675.05,1412
675.95,1413
676.7,1414
677.3,1415
678,1416
678.7,1417
679.3,1418
680.05,1419
681,1420
682,1421
683,1422
684,1423
685,1424
686,1425
687,1426
688,1427
688.95,1428
689.7,1429
690.3,1430
691.05,1431
691.95,1432
692.7,1433
693.3,1434
694.05,1435
694.89,1436
695.4,1437
695.54,1438
695.81,1439
696.3,1440
697.05,1440.9
698,1441.7
699,1442.3
700,1443.1
701,1444
701.95,1445
702.65,1446
703,1447
703.35,1448
704.05,1449
704.95,1450
705.59,1451
705.7,1452
705.6,1453
705.81,1454
706.3,1454.9
707.05,1455.7
708,1456.3
709,1457
710,1457.7
710.95,1458.3
711.7,1459
712.3,1459.7
713.05,1460.3
714,1461.1
715,1462
716,1463
717,1464
718,1465
719,1466
719.95,1467
720.7,1468
721.3,1469
722.05,1469.9
723,1470.7
723.95,1471.3
724.7,1472.1
725.24,1473
725.76,1474
726.24,1475
726.76,1475.9
727.3,1476.6
728.05,1477
729,1477.4
730,1478
731,1478.7
732,1479.3
733,1480.1
734,1481
735,1482
736,1483
736.95,1484
737.65,1485
738,1486
738.3,1487
738.76,1487.9
739.3,1488.7
740.05,1489.3
741,1490.1
742,1490.9
743,1491.7
744,1492.3
745,1493.1
745.95,1494
746.7,1495
747.3,1496
748.05,1497
749,1498
750,1499
751,1500
752,1501
753,1502
754,1503
755,1504
756,1505
757,1506
758,1506.9
759,1507.7
760,1508.3
761,1509.1
762,1510
763,1511
764,1511.9
765,1512.7
766,1513.3
767,1514.1
768,1515
769,1516
769.95,1517
770.7,1518
771.24,1519
771.76,1520
772.3,1520.9
773.05,1521.7
773.95,1522.3
774.65,1523.1
775,1524
775.35,1525
776.05,1526
777,1527
777.95,1528
778.7,1529
779.24,1530
779.65,1531
779.7,1532
779.65,1533
780.11,1534
780.95,1535
781.7,1536
782.3,1537
783,1538
783.7,1539
784.3,1540
785.05,1541
786,1542
787,1543
787.95,1544
788.65,1545
789,1546
789.3,1547
789.76,1548
790.3,1549
791.05,1550
791.95,1551
792.7,1552
793.24,1553
793.76,1554
794.3,1554.9
795.05,1555.4
796,1555.5
797,1555.5
798,1555.5
799,1555.5
800,1555.6
800.95,1556.1
801.7,1557
802.24,1557.9
802.7,1558.6
804.35,1558.4
805.05,1559
806,1559.7
807,1560.2
808,1560.8
809,1561.3
810,1562.1
811,1563
812,1564
813,1564.9
814,1565.4
815,1565.5
816,1565.4
817,1565
818,1564.7
819,1564.8
820,1565
821,1565.3
822,1565.8
823,1566.2
824,1566.5
825,1566.6
826,1567.1
827,1568
828,1569
829,1570
829.95,1571
830.7,1572
831.3,1573
832.05,1573.9
833,1574.4
834,1574.6
834.95,1575.1
835.7,1576
836.24,1577
836.76,1578
837.3,1579
838.05,1579.9
839,1580.7
840,1581.2
841,1581.8
842,1582.3
843,1583
844,1583.7
845,1584.3
846,1585.1
847,1585.9
848,1586.7
849,1587.3
850,1587.9
851,1588.3
852,1588.3
853,1588.4
854,1589.1
855,1590
856,1591
857,1592
858,1592.9
859,1593.4
860,1593.5
861,1593.4
862,1592.9
863,1592.4
864,1592.3
864.95,1592.5
865.7,1592.6
866.3,1593.1
867.05,1594
868,1595
869,1596
870,1596.9
871,1597.7
872,1598.2
873,1598.8
874,1599.3
875,1599.9
876,1600.4
877,1600.6
878,1601.1
879,1602
880,1603
881,1604
882,1604.9
883,1605.7
884,1606.2
885,1606.8
886,1607.2
887,1607.8
888,1608.3
889,1609
890,1609.7
891,1610.3
892,1611
893,1611.7
894,1612.2
895,1612.8
896,1613.2
897,1613.8
897.95,1614.3
898.7,1615.1
899.3,1615.9
900.05,1616.4
901,1616.5
902,1616.8
903,1617
904,1617.2
905,1617.5
906,1617.6
907,1618.1
908,1619
909,1620
910,1620.9
911,1621.6
912,1621.9
913,1621.8
914,1621.6
915,1621.7
916,1621.6
917,1621
918,1620.4
919,1620
920,1619.8
921,1619.6
922,1619.8
923,1620.3
924,1620.9
925,1621.4
926,1621.5
927,1621.8
928,1622.3
929,1623.1
930,1623.9
931,1624.4
932,1624.6
933,1625.1
934,1625.9
935,1626.7
936,1627.3
937,1628.1
938,1628.9
939,1629.4
940,1629.6
941,1630.1
941.95,1631
942.7,1632
943.3,1633
944.05,1634
945,1634.9
946,1635.7
947,1636.3
948,1637
949,1637.7
950,1638.3
951,1639.1
952,1640
953,1641
954,1641.9
955,1642.4
956,1642.6
957,1643.1
958,1643.7
959,1644.2
960,1644.7
961,1644.9
962,1644.6
963,1643.9
964,1643.1
965,1642.4
966,1642.4
967,1642.6
968,1642.6
969,1642.1
970,1641.7
971,1642.1
972,1642.9
973,1643.6
974,1643.9
975,1644
976,1644.1
977,1644.2
978,1644.3
979,1644
980,1643.7
981,1644.1
982,1644.6
983,1644.6
984,1644.2
985,1643.8
986,1643.5
987,1643.4
988,1642.9
989,1642.1
990,1641.7
991,1642.1
992,1643
993,1644
994,1645
995,1645.9
996,1646.7
997,1647.3
998,1648.1
999,1648.9
1000,1649.3
1001,1649.3
1002,1649.3
1003,1649.3
1004,1648.9
1005,1648.1
1006,1647.3
1007,1646.8
1008,1646.2
1009,1645.8
1010,1645.5
1011,1645.5
1012,1645.5
1013,1645.5
1014,1645.5
1015,1645.5
1016,1645.6
1017,1646.1
1018,1647
1019,1648
1020,1648.9
1021,1649.3
1022,1648.9
1023,1648
1024,1647.1
1025,1646.6
1026,1646.5
1027,1646.5
1028,1646.5
1029,1646.2
1030,1645.7
1031,1644.9
1032,1644
1033,1643.1
1034,1642.7
1035,1643.1
1036,1643.9
1037,1644.7
1038,1645.3
1039,1646.1
1040,1646.9
1041,1647.4
1041.9,1647.6
1042.7,1648.1
1043.3,1649
1044.1,1650
1045,1650.9
1046,1651.6
1047,1651.6
1048,1651.2
1049,1650.8
1050,1650.7
1051,1651.1
1052,1652
1053,1652.9
1054,1653.3
1055,1653
1056,1652.7
1057,1652.8
1058,1653.3
1059,1654
1060,1654.7
1061,1655.3
1062,1655.9
1063,1656.3
1064,1656.3
1065,1656.4
1066,1657.1
1067,1658
1068,1659
1069,1659.9
1070,1660.7
1070.9,1661.3
1071.7,1662.1
1072.3,1662.9
1073.1,1663.3
1074,1662.9
1075,1662
1076,1661.1
1077,1660.7
1078,1661.1
1079,1662
1080,1663
1081,1663.9
1082,1664.3
1083,1663.9
1084,1663.3
1085,1662.8
1086,1662.5
1087,1662.4
1088,1661.9
1089,1661.1
1090,1660.7
1091,1661.1
1092,1661.6
1093,1661.6
1094,1661.1
1095,1660.7
1096,1661.1
1097,1662
1098,1663
1099,1664
1100,1664.9
1101,1665.7
1102,1666.2
1103,1666.5
1104,1666.5
1105,1666.4
1106,1665.9
1107,1665.4
1108,1665.4
1109,1665.8
1110,1666.2
1111,1666.5
1112,1666.5
1113,1666.8
1114,1667.3
1115,1668.1
1116,1669
1117,1670
1118,1671
1119,1672
1120,1673
1121,1674
1122,1675
1123,1676
1123.9,1677
1124.7,1678
1125.3,1678.9
1126.1,1679.7
1127,1680.3
1128,1681.1
1129,1681.9
1130,1682.7
1131,1683.3
1132,1684.1
1132.9,1685
1133.7,1685.9
1134.2,1686.6
1134.7,1686.9
1136.4,1685.6
1137.1,1685
1138,1684.4
1139,1684.4
1140,1685
1141,1685.6
1142,1685.9
1143,1686
1144,1685.9
1145,1685.8
1146,1685.5
1147,1685.4
1148,1684.9
1149,1684.1
1150,1683.7
1151,1684
1152,1684.3
1153,1684
1154,1683.7
1155,1684.1
1156,1684.9
1157,1685.3
1158,1685.2
1159,1684.8
1160,1684.7
1161,1685.1
1162,1685.9
1163,1686.4
1164,1686.5
1165,1686.8
1166,1686.9
1167,1686.8
1168,1686.5
1169,1686.5
1170,1686.5
1171,1686.5
1172,1686.6
1173,1687
1174,1687.3
1175,1686.9
1176,1686.1
1177,1685.4
1178,1685.1
1179,1684.9
1180,1684.7
1181,1684.2
1182,1683.7
1183,1682.9
1184,1682.1
1185,1681.6
1186,1681.4
1187,1680.9
1188,1680.3
1189,1679.8
1190,1679.6
1191,1679.8
1192,1680.2
1193,1680.8
1194,1681.2
1195,1681.5
1196,1681.5
1197,1681.4
1198,1680.9
1199,1680.4
1200,1680.4
1201,1680.9
1202,1681.3
