2138.4,584.07
2136.6,582.65
2135.9,581.95
2135,581
2134,580.05
2133,579.41
2132,579.3
2131,579.46
2130,579.6
2129,580.05
2128,580.7
2127,581.3
2126,582.05
2125,583
2124,583.89
2123,584.4
2122,584.6
2121,585.11
2120,585.95
2119,586.7
2118,587.19
2117,587.4
2116,587.3
2115,587.41
2114,588
2113,588.7
2112,589.19
2111,589.4
2110,589.3
2109,589.35
2108,589.76
2107,590.19
2106,590.46
2105,590.54
2104,590.76
2103,590.95
2102,591.05
2101,591.24
2100,591.46
2099,591.49
2098,591.51
2097,591.54
2096,591.76
2095,592
2094,592.24
2093,592.35
2092,592
2091,591.71
2090,592.11
2089,592.89
2088,593.4
2087,593.49
2086,593.4
2085,592.89
2084,592.11
2083,591.71
2082,592.05
2081,592.59
2080,592.7
2079,592.54
2078,592.51
2077,592.6
2076,593.05
2075,593.7
2074,594.24
2073,594.7
2072,594.95
2071,594.95
2070,594.76
2069,594.6
2068,594.7
2067,594.65
2066,594.3
2065,594.05
2064,594
2063,593.95
2062,593.76
2061,593.65
2060,594.05
2059,594.59
2058,594.7
2057,594.54
2056,594.46
2055,594.3
2054,594.3
2053,594.35
2052,594
2051,593.6
2050,593.51
2049,593.49
2048,593.51
2047,593.54
2046,593.7
2045,593.59
2044,593.05
2043,592.6
2042,592.51
2041,592.54
2040,592.7
2039,592.59
2038,592.05
2037,591.6
2036,591.51
2035,591.49
2034,591.46
2033,591.19
2032,590.81
2031,590.65
2030,591
2029,591.29
2028,590.89
2027,590.11
2026,589.6
2025,589.51
2024,589.49
2023,589.4
2022,588.89
2021,588.11
2020,587.6
2019,587.4
2018,586.95
2017,586.3
2016,585.7
2015,584.95
2014,584
2013,583
2012,582
2011,581
2010,580
2009,579
2008,578
2007,577
2006,576
2005,575
2004,574
2003,573
2002,572
2001,571
2000,570
1999,569.05
1998,568.3
1997,567.7
1996,566.95
1995,566
1994,565.11
1993,564.65
1992,564.7
1991,564.59
1990,563.95
1989,563.05
1988,562.3
1987,561.7
1986,560.95
1985,560.11
1984,559.6
1983,559.46
1982,559.19
1981,558.7
1980,558.05
1979,557.6
1978,557.4
1977,556.89
1976,556
1975,555
1974,554
1973.1,553
1972.3,552
1971.7,551
1970.9,550.05
1970,549.3
1969,548.76
1968,548.24
1967,547.7
1966,546.95
1965,546
1964,545
1963,544
1962,543
1961,542.05
1960,541.41
1959,541.35
1958,541.65
1957,541.59
1956,540.95
1955,540.05
1954,539.41
1953,539.3
1952,539.46
1951,539.49
1950,539.4
1949,539
1948,538.6
1947,538.51
1946,538.54
1945,538.81
1944,539.3
1943,539.95
1942,540.29
1941,539.89
1940,539
1939,538.05
1938,537.3
1937,536.81
1936,536.54
1935,536.4
1934,535.89
1933,535.11
1932,534.6
1931,534.4
1930,533.89
1929,533.05
1928,532.3
1927,531.76
1926,531.24
1925,530.81
1924,530.54
1923,530.4
1922,529.89
1921,529
1920,528
1919,527
1918,526
1917,525
1916,524.05
1915,523.3
1914,522.7
1913,521.95
1912,521.05
1911,520.3
1910,519.7
1909,518.95
1908,518
1907,517
1906,516
1905.1,515
1904.3,514
1903.7,513
1902.9,512
1902,511.11
1901,510.6
1900,510.46
1899,510.19
1898,509.7
1897,508.95
1896,508
1895,507
1894,506
1893,505.11
1892,504.6
1891,504.4
1890,503.89
1889,503
1888,502
1887,501.05
1886,500.3
1885,499.76
1884,499.24
1883,498.7
1882,497.95
1881,497
1880,496
1879,495.05
1878,494.3
1877,493.7
1876,493.05
1875,492.6
1874,492.4
1873,491.89
1872,491.05
1871,490.3
1870,489.7
1869,488.95
1868,488
1867,487
1866,486.05
1865,485.3
1864,484.7
1863,483.95
1862,483.05
1861,482.3
1860,481.76
1859,481.24
1858,480.7
1857,479.95
1856,479
1855,478
1854,477
1853,476
1852,475
1851,474
1850,473.11
1849,472.6
1848,472.51
1847,472.49
1846,472.46
1845,472.19
1844,471.7
1843,471.05
1842,470.65
1841,470.7
1840,470.65
